FBgn0261614 CG42703
FBgn0003044 Pcl
FBgn0031016 kek5
FBgn0031610 CG15436
FBgn0031611 CG17840
FBgn0011603 ine
FBgn0034383 CG17821
FBgn0034382 CG18609
FBgn0260801 EP2-430
FBgn0033968 CG10200
FBgn0038929 CG13408
FBgn0026196 nop5
FBgn0039687 CG7593
FBgn0260803 EP2-1080
FBgn0260804 EP3-378
FBgn0031545 CG3213
FBgn0000556 Ef1alpha48D
FBgn0033665 CG13189
FBgn0026064 KP78a
FBgn0026063 KP78b
FBgn0038619 CG7685
FBgn0051279 CG31279
FBgn0038426 mRpS33
FBgn0036022 CG8329
FBgn0036023 CG18179
FBgn0038424 CG17565
FBgn0038425 CG14881
FBgn0036020 CG8336
FBgn0053696 CG33696
FBgn0036028 CG16717
FBgn0016081 fry
FBgn0260805 EP3-612
FBgn0260795 CG42575
FBgn0034322 CG18536
FBgn0038068 CG11600
FBgn0034321 CG14502
FBgn0034327 CG14505
FBgn0010575 sbb
FBgn0082580 tym
FBgn0082581 twiggy
FBgn0082583 tipsy
FBgn0082584 spy
FBgn0082587 lost
FBgn0262699 rap
FBgn0069300 agho
FBgn0069301 XRCC4
FBgn0069296 anon-3R.telomeric.1
FBgn0069297 anon-2L.telomeric.1
FBgn0069298 amfos
FBgn0069299 ali
FBgn0069302 X-97-26
FBgn0069304 X-86-9
FBgn0069303 X-87-21
FBgn0069305 X-75-9
FBgn0069306 X-72-7
FBgn0069307 X-63-3
FBgn0069308 X-40-2
FBgn0069309 X-31-10
FBgn0069310 X-28-2
FBgn0069311 X-210-22
FBgn0069312 X-206-23
FBgn0069313 X-200-22
FBgn0069314 X-195-35
FBgn0069315 X-189-23
FBgn0069316 X-187-38
FBgn0069317 X-185-37
FBgn0069318 X-183-12
FBgn0069319 X-179-36
FBgn0069320 X-167-40
FBgn0069321 X-164-5
FBgn0069322 X-162-11
FBgn0069323 X-158-33
FBgn0069324 X-157-3
FBgn0069325 X-156-10
FBgn0069326 X-149-3
FBgn0069327 X-146-21
FBgn0069328 X-136-10
FBgn0069329 X-115-40
FBgn0069330 X-103-22
FBgn0069331 X-100-6
FBgn0069333 UY536
FBgn0069334 UY4766
FBgn0069335 UY3164
FBgn0069336 UY2635
FBgn0069337 UY2506
FBgn0051687 CG31687
FBgn0069338 UY2129
FBgn0069339 UY1844
FBgn0069344 T:nls5
FBgn0069350 Suppressor-of-Punch
FBgn0069351 Sryip
FBgn0069356 PDZ-GEF
FBgn0069362 MTIP
FBgn0069364 MS:X9928573gt
FBgn0069365 MS:X9325355
FBgn0069366 MS:X9312943
FBgn0069367 MS:X8956947gt
FBgn0069368 MS:X8756567gt
FBgn0069369 MS:X7809164ca
FBgn0069370 MS:X6213328ca
FBgn0069371 MS:X5973753gt
FBgn0069372 MS:X5179712gt
FBgn0069373 MS:X4944599ca
FBgn0069374 MS:X4364768gt
FBgn0069375 MS:X4071888gt
FBgn0069376 MS:X3642495gct
FBgn0069377 MS:X3516772ga
FBgn0069378 MS:X3219363gt
FBgn0069379 MS:X2102441ct
FBgn0069380 MS:X18472039ca
FBgn0069381 MS:X18283112ta
FBgn0069382 MS:X16203512gt
FBgn0069383 MS:X15959225ca
FBgn0069384 MS:X15830711gt
FBgn0069385 MS:X13624957
FBgn0069386 MS:P3B02gt
FBgn0069387 MS:P3B02atc
FBgn0069388 MS:P08E01gt
FBgn0069389 MS:3R5511972ca
FBgn0069390 MS:3R5316419ta
FBgn0069391 MS:3R20604755ta
FBgn0069392 MS:3L8253482ca
FBgn0069393 MS:3L2674504gt
FBgn0069394 MS:3L2299865
FBgn0069395 MS:3L20028475ca
FBgn0069396 MS:3L16575599gt
FBgn0069398 LRP
FBgn0069399 KH6
FBgn0069400 KH5
FBgn0069401 KH4
FBgn0069402 KH3
FBgn0069403 KH2
FBgn0069405 Jon99Co
FBgn0069406 JJF237
FBgn0069407 JJF230
FBgn0069408 JJF178
FBgn0069409 JJF177
FBgn0069410 JJF175
FBgn0069411 JJF174
FBgn0069412 JJF171
FBgn0069413 JJF170
FBgn0069414 JJF164
FBgn0069415 JJF157
FBgn0069416 JJF144
FBgn0069417 JJF137
FBgn0069418 JJF136
FBgn0069419 JJF106
FBgn0069420 JJF095
FBgn0069421 JJF077
FBgn0069422 JJF064
FBgn0069423 JJF028
FBgn0069424 JJF025
FBgn0069425 JJF024
FBgn0069426 JJF015
FBgn0069427 JJF014
FBgn0069428 JJF008
FBgn0069429 JJF007
FBgn0069430 JJF004
FBgn0069434 Egfr::Tl
FBgn0028862 dao
FBgn0069438 EP2190
FBgn0069439 EMS2
FBgn0069440 E(zip)31-6
FBgn0069441 E(zip)18-5
FBgn0069442 E(zip)12-5
FBgn0069443 E(br)72
FBgn0069444 E(br)65
FBgn0069445 E(br)444
FBgn0069446 E(br)420
FBgn0069447 E(br)333
FBgn0069448 E(br)24
FBgn0069449 E(br)187
FBgn0069451 E(br)160
FBgn0069452 E(br)155
FBgn0069453 E(br)121
FBgn0069905 CR41115
FBgn0069910 CR41100
FBgn0069911 CR40475
FBgn0069912 CR40474
FBgn0069916 CG41136
FBgn0069917 CG41135
FBgn0069918 CG41134
FBgn0069920 CG41131
FBgn0069932 CG41119
FBgn0069935 CG41114
FBgn0069942 CG41101
FBgn0069943 CG41098
FBgn0069944 CG41096
FBgn0069945 CG41090
FBgn0069955 CG41065
FBgn0069956 CG41063
FBgn0069957 CG41061
FBgn0069959 CG41058
FBgn0069964 CG41048
FBgn0069970 CG40497
FBgn0069971 CG40496
FBgn0003022 Ote
FBgn0069974 CG40484
FBgn0069976 CG40473
FBgn0069983 BG02330
FBgn0069984 BG02257
FBgn0069985 BG02201
FBgn0069986 BG02131
FBgn0069987 BG02100
FBgn0069988 BG02063
FBgn0069989 BG02058
FBgn0069990 BG01954
FBgn0069991 BG01950
FBgn0069992 BG01891
FBgn0069993 BG01862
FBgn0069994 BG01856
FBgn0069995 BG01799
FBgn0069996 BG01740
FBgn0069997 BG01664
FBgn0069998 BG01656
FBgn0069999 BG01613
FBgn0070001 BG01575
FBgn0070002 BG01572
FBgn0070003 BG01564
FBgn0070005 BG01526
FBgn0070006 BG01515
FBgn0070007 BG01485
FBgn0070008 BG01428
FBgn0070009 BG01367
FBgn0070010 BG01353
FBgn0070011 BG01296
FBgn0070012 BG01257
FBgn0070013 BG01228
FBgn0070014 BG01130
FBgn0070015 BG01128
FBgn0070016 BG01127
FBgn0070017 BG01095
FBgn0070018 BG01047
FBgn0070019 BG01046
FBgn0070020 BG01020
FBgn0070021 BG00977
FBgn0070022 BG00829
FBgn0070023 BG00489
FBgn0070024 BG00488
FBgn0070025 BG00459
FBgn0070026 BG00378
FBgn0070028 BG00372
FBgn0070029 BG00158
FBgn0070030 BG00080
FBgn0070035 966
FBgn0070036 3R-69-15
FBgn0070037 3R-66-38
FBgn0070038 3R-64-33
FBgn0262350 bru-3
FBgn0070039 3R-64-22
FBgn0070040 3R-40-7
FBgn0070041 3R-35-29
FBgn0070042 3R-31-22
FBgn0070043 3R-259-18
FBgn0070044 3R-196-22
FBgn0070045 3R-168-17
FBgn0070046 3L-61-3
FBgn0070047 3L-215-13
FBgn0070048 3L-211-27
FBgn0070049 3L-200-14
FBgn0070050 3L-114-20
FBgn0070051 37
FBgn0070052 2L-393-17
FBgn0070053 2L-311-30
FBgn0070054 2L-250-35
FBgn0070055 2L-144-32
FBgn0070056 19
FBgn0070057 11
FBgn0082162 spoon
FBgn0082163 splo
FBgn0082165 pkdt
FBgn0082166 ph-PRE
FBgn0082167 pan::pygo
FBgn0082168 p160S
FBgn0082169 p140S
FBgn0082183 l(4)CB-6471-3
FBgn0082184 l(3)e02803
FBgn0082185 l(3)SzB93Ba
FBgn0082186 l(3)SzB67Aa
FBgn0082187 l(3)S053606
FBgn0082188 l(3)S033513
FBgn0082189 l(3)S012606
FBgn0082190 l(3)S006603
FBgn0082191 l(3)Me10
FBgn0082192 arr::LpR2
FBgn0082193 arm::pan
FBgn0082194 argos::spi::vn
FBgn0082304 Rfx2
FBgn0082305 Ndg::LpR2
FBgn0082318 LpR2::sev
FBgn0082328 HM857
FBgn0082329 HM840
FBgn0082330 HM813
FBgn0082331 HM805
FBgn0082332 HM804
FBgn0082333 HM801
FBgn0082334 HM786
FBgn0082335 HM781
FBgn0082336 HM745
FBgn0082337 HM696
FBgn0082338 HM689
FBgn0082339 HM617
FBgn0082340 HM56
FBgn0082341 HM54
FBgn0082342 HM530
FBgn0082343 HM515
FBgn0082344 HM505
FBgn0082345 HM501
FBgn0082346 HM431
FBgn0082347 HM421
FBgn0082348 HM415
FBgn0082349 HM400
FBgn0082350 HM388
FBgn0082351 HM385
FBgn0082352 HM36
FBgn0082353 HM304
FBgn0082354 HM30
FBgn0082355 HM298
FBgn0082356 HM274
FBgn0082357 HM210
FBgn0082358 HM17
FBgn0082359 HM165
FBgn0082360 HM160
FBgn0082361 HM122
FBgn0082362 HM12
FBgn0082363 EP605
FBgn0082364 EP569
FBgn0082365 EP3683
FBgn0082366 EP3645
FBgn0028408 Drep-2
FBgn0082367 EP3582
FBgn0082368 EP3367
FBgn0082369 EP3281
FBgn0082370 EP3269
FBgn0082371 EP2522
FBgn0082372 EP2182
FBgn0082373 EP2031
FBgn0082374 EP1547
FBgn0082375 EP1457
FBgn0082376 E(GMR-wIR)A28
FBgn0082575 CycA::tor
FBgn0082576 Cul
FBgn0082578 BEST:RE29262
FBgn0082588 ms(2)n55
FBgn0082590 l(2)NC309
FBgn0082591 inferno
FBgn0082592 fiddler-crab
FBgn0082593 eunuch
FBgn0082596 drmo-o57
FBgn0082599 bek
FBgn0082600 barfly
FBgn0082602 anon-inter86C
FBgn0082603 anon-inter84E
FBgn0082604 anon-inter65A
FBgn0082605 anon-inter49F
FBgn0082606 anon-inter21F
FBgn0082608 anon-EST:fe1B11
FBgn0082609 anon-11C1FR6
FBgn0082610 anon-11C1FR1
FBgn0082611 aact
FBgn0026326 Mad1
FBgn0082612 T:Drs
FBgn0082613 Su(PDS)P86
FBgn0082614 Su(PDS)P80
FBgn0082616 S(CycE[JP])E9S1
FBgn0082617 S(CycE[JP])68S10
FBgn0082618 S(CycE[JP])59S9
FBgn0082619 S(CycE[JP])59S18
FBgn0082620 S(CycE[JP])47S8
FBgn0082621 S(CycE[JP])43S1
FBgn0082622 S(CycE[JP])42S33
FBgn0082623 S(CycE[JP])42S12
FBgn0082624 S(CycE[JP])3.4
FBgn0082625 S(CycE[JP])3.3
FBgn0054039 CG34039
FBgn0082626 S(CycE[JP])3.2
FBgn0082627 S(CycE[JP])3.1
FBgn0082628 S(CycE[JP])20S1
FBgn0082629 S(CycE[JP])2.9
FBgn0082630 S(CycE[JP])2.8
FBgn0082631 S(CycE[JP])2.7
FBgn0082632 S(CycE[JP])2.6
FBgn0082633 S(CycE[JP])2.4
FBgn0082634 S(CycE[JP])2.13
FBgn0039347 CG5071
FBgn0082635 S(CycE[JP])2.10
FBgn0082636 S(CycE[JP])1S3
FBgn0082637 S(CycE[JP])13S1
FBgn0082639 R705.1
FBgn0082642 Ort
FBgn0082668 GS3132
FBgn0082669 GS2143
FBgn0082670 GS1061
FBgn0082671 GEF
FBgn0082672 Fill
FBgn0082673 Fas1::sns
FBgn0082674 Fas1::kirre
FBgn0082675 E(fu)
FBgn0082676 E(ftz)723
FBgn0082677 E(ftz)5303
FBgn0082678 E(ftz)4758
FBgn0083084 l(2)42Ac
FBgn0082679 E(ftz)4236
FBgn0082680 E(ftz)4038
FBgn0082681 E(ftz)3201
FBgn0082682 E(ftz)3150
FBgn0082683 E(ftz)2955
FBgn0082684 E(ftz)2828
FBgn0082685 E(ftz)2142
FBgn0082686 E(ftz)20
FBgn0082687 E(ftz)1819
FBgn0082688 E(ftz)1815
FBgn0082689 E(ftz)1427
FBgn0082690 E(ftz)1027
FBgn0082810 Dmc
FBgn0082821 Dar
FBgn0082830 DC238
FBgn0082861 BP1045
FBgn0082906 BEST:LD43581
FBgn0082909 60-16
FBgn0082910 60-15
FBgn0082911 beta-Spec::Actn
FBgn0082912 alpha-Spec::Actn
FBgn0082914 wasted
FBgn0082980 snoRNA:Psi28S-2996
FBgn0083062 sgo
FBgn0083063 scpo
FBgn0083064 sau
FBgn0083065 rpn
FBgn0083066 quil
FBgn0083069 ozz
FBgn0083070 omt
FBgn0083071 ogre::shakB
FBgn0083074 ms(3)o33
FBgn0083075 ms(3)236
FBgn0083076 ms(2)kn66
FBgn0083080 luke
FBgn0083081 linc
FBgn0083082 l(4)B6-C1
FBgn0083083 l(2)49Fn
FBgn0083085 kur
FBgn0083086 jaft
FBgn0083087 hys
FBgn0083088 hella
FBgn0083090 ghi
FBgn0083091 fer
FBgn0083093 curta
FBgn0083094 cia
FBgn0261800 LanB1
FBgn0083095 cbe
FBgn0083097 bi::org-1
FBgn0083113 W7
FBgn0027515 CG7115
FBgn0083114 W41
FBgn0083115 W36
FBgn0083116 W12
FBgn0083120 Uhg8
FBgn0083121 Uhg7
FBgn0083123 Uhg5
FBgn0083124 Uhg4
FBgn0083148 S(smoDN)395
FBgn0083149 S(smoDN)2629
FBgn0083150 S(smoDN)2472
FBgn0083151 S(smoDN)204
FBgn0083152 S(smoDN)194
FBgn0083153 S(smoDN)189
FBgn0083154 S(smoDN)166
FBgn0083155 S(smoDN)1657
FBgn0083156 S(smoDN)1378
FBgn0083166 Nrdp1
FBgn0083187 M(smoDN)K
FBgn0083232 EP718
FBgn0083233 EP712
FBgn0083234 EP704
FBgn0083235 EP454
FBgn0083236 EP364
FBgn0083237 EP2589
FBgn0083238 EP2494
FBgn0083239 EP2444
FBgn0083240 EP2204
FBgn0083241 EP2
FBgn0083242 EP1244
FBgn0083243 EP1207
FBgn0083244 EP1200
FBgn0083245 EB5
FBgn0083246 EB4
FBgn0083247 EB3
FBgn0083248 EB2
FBgn0083249 E(smoDN)O
FBgn0083250 E(smoDN)N
FBgn0083251 E(smoDN)M
FBgn0083252 E(smoDN)G
FBgn0083253 E(smoDN)E
FBgn0083254 E(smoDN)B-right
FBgn0083255 E(smoDN)B-left
FBgn0083256 E(smoDN)A
FBgn0083257 E(smoDN)986
FBgn0083258 E(smoDN)918
FBgn0083259 E(smoDN)871
FBgn0083260 E(smoDN)845
FBgn0083261 E(smoDN)830
FBgn0083262 E(smoDN)786
FBgn0083263 E(smoDN)548
FBgn0083264 E(smoDN)529
FBgn0083265 E(smoDN)474
FBgn0083266 E(smoDN)461
FBgn0083267 E(smoDN)418
FBgn0083268 E(smoDN)391
FBgn0083269 E(smoDN)390
FBgn0083270 E(smoDN)2640
FBgn0083271 E(smoDN)2619
FBgn0083272 E(smoDN)2590
FBgn0083273 E(smoDN)2583
FBgn0083274 E(smoDN)2578
FBgn0083275 E(smoDN)2577
FBgn0083276 E(smoDN)2576
FBgn0083277 E(smoDN)2546
FBgn0083278 E(smoDN)2515
FBgn0083279 E(smoDN)2364
FBgn0083280 E(smoDN)2281
FBgn0083281 E(smoDN)2243
FBgn0083282 E(smoDN)219
FBgn0083283 E(smoDN)2169
FBgn0083284 E(smoDN)2162
FBgn0083285 E(smoDN)2135
FBgn0083286 E(smoDN)2117
FBgn0083287 E(smoDN)2101
FBgn0083288 E(smoDN)2070
FBgn0083289 E(smoDN)2047
FBgn0083290 E(smoDN)2042
FBgn0083291 E(smoDN)2038
FBgn0083292 E(smoDN)203
FBgn0083293 E(smoDN)2016
FBgn0083294 E(smoDN)198
FBgn0083295 E(smoDN)1889
FBgn0083296 E(smoDN)1875
FBgn0083297 E(smoDN)1857
FBgn0083298 E(smoDN)1835
FBgn0083299 E(smoDN)1824
FBgn0083300 E(smoDN)1823
FBgn0083301 E(smoDN)1736
FBgn0083302 E(smoDN)1700
FBgn0083303 E(smoDN)1644
FBgn0083304 E(smoDN)1575
FBgn0083305 E(smoDN)1551
FBgn0083306 E(smoDN)1496
FBgn0083307 E(smoDN)1485
FBgn0083308 E(smoDN)1438
FBgn0083309 E(smoDN)1422
FBgn0083310 E(smoDN)1419
FBgn0083311 E(smoDN)1414
FBgn0083312 E(smoDN)1411
FBgn0083313 E(smoDN)1338
FBgn0083314 E(smoDN)1333
FBgn0083315 E(smoDN)1171
FBgn0083316 E(smoDN)1131
FBgn0083317 E(smoDN)1124
FBgn0083318 E(smoDN)111
FBgn0083738 Dje
FBgn0083908 DJ817
FBgn0083918 CTTbp
FBgn0083928 BEST:GM02743
FBgn0083930 BEST:CK01134
FBgn0083931 BEST:CK01099
FBgn0084058 l(3)82CDe
FBgn0084065 2.2.2
FBgn0084075 l(3)S133117
FBgn0084094 E-3c1
FBgn0084110 nana
FBgn0084112 E-3c7
FBgn0084118 1297
FBgn0084120 tgl
FBgn0084127 LA00287
FBgn0084135 EP1410
FBgn0084144 l(2)neo1
FBgn0084167 LA00508
FBgn0084170 Abd-B-PTS6
FBgn0084179 fz::wg
FBgn0084184 W184
FBgn0084211 W145
FBgn0084232 W54
FBgn0084237 2335
FBgn0084254 E-3c4
FBgn0084271 l(3)AS69
FBgn0084274 2.1.72
FBgn0084281 gim
FBgn0084285 l(3)S026421
FBgn0084286 Rst(1b)Cyr
FBgn0084303 2.14.98
FBgn0084305 foil
FBgn0084325 su(eas)13
FBgn0084326 Su(dpp)YE28
FBgn0084333 LA00007
FBgn0084352 l(3)S012805
FBgn0084369 E-2fb
FBgn0084370 C20
FBgn0084374 E-3a
FBgn0084421 l(3)S090114
FBgn0084423 l(3)S024833
FBgn0084432 Su(dpp)YE12
FBgn0084437 l(3)76BDj
FBgn0084445 EP2012
FBgn0084455 l(3)S000710
FBgn0084462 W55
FBgn0084463 Brkd
FBgn0084480 fz::wntD
FBgn0084488 EP325
FBgn0084500 lep
FBgn0084515 S16.6
FBgn0084516 mod(mdg4)::su(Hw)
FBgn0084521 l(3)S046604
FBgn0084551 Swg
FBgn0084552 E-2c
FBgn0027567 CG8108
FBgn0084555 bda
FBgn0084556 aha
FBgn0084568 E-2fa
FBgn0084590 gfr
FBgn0084606 1038
FBgn0084617 aqz
FBgn0084638 su(eas)7
FBgn0084640 Su(dpp)YE2
FBgn0084644 2.15.50
FBgn0084653 Su(dpp)YE5
FBgn0084654 l(3)S135703
FBgn0084667 l(3)S066607
FBgn0084678 vto
FBgn0084681 aul
FBgn0084698 Rst(2)Cyr
FBgn0084702 G87
FBgn0084704 836
FBgn0084718 knk::Tsf2
FBgn0084745 fang
FBgn0084764 EP3123
FBgn0084765 1577
FBgn0084775 EP2370
FBgn0084776 W220
FBgn0084797 G56
FBgn0084807 1.1.3
FBgn0084815 CG11091
FBgn0084819 l(3)S026238
FBgn0084825 C42
FBgn0084829 l(3)S023708
FBgn0084840 l(3)S023901
FBgn0084848 l(3)S057101
FBgn0084871 anon-167
FBgn0084894 Su(dpp)YE31
FBgn0084911 W143
FBgn0035711 CG8519
FBgn0084937 3.1.38
FBgn0084949 S50.3
FBgn0084954 Rst(2b)Cyr
FBgn0084965 2.3.26
FBgn0084970 gloin
FBgn0084972 l(3)S016805
FBgn0085005 ey::eyg
FBgn0085062 EP1324
FBgn0085068 E-2g
FBgn0085071 clh
FBgn0085075 l(3)S024329
FBgn0085085 C30
FBgn0085106 l(3)S068808
FBgn0085107 2.15.43a
FBgn0085113 S53.1
FBgn0085157 l(3)S000718
FBgn0085159 l(3)S009515
FBgn0085171 CycA-PRE
FBgn0053283 CR33283
FBgn0033723 CG13155
FBgn0039051 CG17109
FBgn0034457 Ir56c
FBgn0035194 Psf1
FBgn0034176 ste24a
FBgn0034175 ste24b
FBgn0050462 ste24c
FBgn0036336 ste14
FBgn0260998 AGAR-11
FBgn0260999 AGAR-21
FBgn0261000 AGAR-52
FBgn0261001 AGAR-53
FBgn0261002 Omar
FBgn0261003 Qajjem
FBgn0038473 ns1
FBgn0028274 ns3
FBgn0032882 ns4
FBgn0261004 asl
FBgn0037460 sowi
FBgn0050362 boly
FBgn0050363 cola
FBgn0050364 hubl
FBgn0050366 swif
FBgn0038225 soti
FBgn0030840 p-cup
FBgn0050044 s-cup
FBgn0051858 t-cup
FBgn0028487 f-cup
FBgn0038334 h-cup
FBgn0038488 m-cup
FBgn0261006 snoRNA:83E4-5
FBgn0261007 scaRNA:46E3
FBgn0050393 CG30393
FBgn0050391 CG30391
FBgn0028504 CG12182
FBgn0038753 CG4459
FBgn0262972 CR43283
FBgn0033339 sec31
FBgn0031178 CG10918
FBgn0035299 CG11815
FBgn0013988 Strn-Mlck
FBgn0067779 dbr
FBgn0003435 sm
FBgn0052709 CG32709
FBgn0262970 CR43281
FBgn0032725 Nedd8
FBgn0050081 Ir51b
FBgn0039558 CG4980
FBgn0034629 Acox57D-d
FBgn0034858 eIF2B-delta
FBgn0085242 CG34213
FBgn0261353 CG42630
FBgn0034023 Ir52a
FBgn0050464 Ir52d
FBgn0028425 JhI-21
FBgn0052594 be
FBgn0035699 CG13300
FBgn0040509 ACXB
FBgn0015577 alpha-Est9
FBgn0262836 CG43200
FBgn0261986 RASSF8
FBgn0261987 Pxt
FBgn0033341 MrgBP
FBgn0033340 CG13751
FBgn0261871 dpr2
FBgn0053547 Rim
FBgn0041733 mer-on-3
FBgn0039052 CG6733
FBgn0261988 Gprk2
FBgn0260241 tatl
FBgn0053520 Rpb4
FBgn0061469 Ube3a
FBgn0001223 Hsp22
FBgn0041092 tai
FBgn0039464 CG6330
FBgn0053929 CR33929
FBgn0010263 Rbp9
FBgn0037042 CG12984
FBgn0034662 CG13492
FBgn0033355 CG13748
FBgn0032318 CG14072
FBgn0033081 geminin
FBgn0001228 Hsp67Bb
FBgn0038469 CG4009
FBgn0034442 CG11257
FBgn0034272 Ir54a
FBgn0034456 Ir56b
FBgn0011774 Irbp
FBgn0262106 CR42859
FBgn0262108 CR42861
FBgn0262107 CR42860
FBgn0039053 CG6738
FBgn0036735 Edc3
FBgn0032364 CG4970
FBgn0032365 CG14929
FBgn0037723 SpdS
FBgn0034475 Obp56h
FBgn0032404 RpL7-like
FBgn0085193 CG34164
FBgn0259222 CG42322
FBgn0040587 CG17618
FBgn0086472 RpS25
FBgn0030486 Set2
FBgn0026176 skpB
FBgn0036360 CG10713
FBgn0016983 smid
FBgn0261702 CR42738
FBgn0259209 Mlp60A
FBgn0032105 borr
FBgn0262837 CG43201
FBgn0032684 CG10178
FBgn0064225 RpL5
FBgn0033518 Prx2540-2
FBgn0036742 CG7497
FBgn0037875 CG6672
FBgn0035776 CG8564
FBgn0003513 ss
FBgn0037477 CG14610
FBgn0051718 Ir31a
FBgn0040097 lectin-30A
FBgn0035704 CG10144
FBgn0262815 CR43186
FBgn0262565 CR43105
FBgn0035245 GC
FBgn0262578 CG43118
FBgn0037874 Tctp
FBgn0061173 fd3F
FBgn0259683 Ir40a
FBgn0033648 Ir48b
FBgn0040849 Ir41a
FBgn0033515 Ir47a
FBgn0035142 hipk
FBgn0085346 CG34317
FBgn0015542 sima
FBgn0032911 tadr
FBgn0260814 EY04392
FBgn0260815 EY10546
FBgn0260816 EY13010
FBgn0035427 ckd
FBgn0037248 Spargel
FBgn0033382 Hydr1
FBgn0260817 gkt
FBgn0014906 Hydr2
FBgn0085408 Shroom
FBgn0260855 Sec22
FBgn0260858 Ykt6
FBgn0260859 Bet3
FBgn0260860 Bet5
FBgn0260861 Trs23
FBgn0029961 Ir7a
FBgn0259188 Ir7f
FBgn0029968 Ir7g
FBgn0083979 Ir10a
FBgn0030385 Ir11a
FBgn0031209 Ir21a
FBgn0031634 Ir25a
FBgn0033997 Ir51a
FBgn0034458 Ir56d
FBgn0034994 Ir60a
FBgn0259185 Ir60b
FBgn0035019 Ir60e
FBgn0259187 Ir60d
FBgn0036010 Ir67a
FBgn0036083 Ir67b
FBgn0052058 Ir67c
FBgn0036150 Ir68a
FBgn0036250 Ir68b
FBgn0036757 Ir75a
FBgn0037501 Ir84a
FBgn0037630 Ir85a
FBgn0038153 Ir87a
FBgn0038789 Ir92a
FBgn0051164 Ir94a
FBgn0051424 Ir94b
FBgn0051423 Ir94c
FBgn0051225 Ir94f
FBgn0039079 Ir94g
FBgn0039080 Ir94h
FBgn0039879 Ir100a
FBgn0260866 dnr1
FBgn0051031 CG31031
FBgn0028475 Hrd3
FBgn0031629 Clect27
FBgn0036819 dysb
FBgn0261710 nocte
FBgn0037926 Elp1
FBgn0261714 Cpn
FBgn0029676 HIP-R
FBgn0260484 HIP
FBgn0038438 Der-2
FBgn0261716 DJ913
FBgn0261717 DJ1026
FBgn0261718 DJ996
FBgn0261719 EP1174
FBgn0032814 CG10366
FBgn0037750 Whamy
FBgn0261720 Su(Gl)160
FBgn0029879 Apc7
FBgn0050296 RIC-3
FBgn0261723 Dbx
FBgn0261724 EC201
FBgn0261725 EC282
FBgn0261726 EC497
FBgn0261727 EC549
FBgn0261728 EC666
FBgn0261729 EC1608
FBgn0261730 EC1650
FBgn0261731 EC2364
FBgn0261732 EC2374
FBgn0261733 EC4056
FBgn0261734 EC2388
FBgn0261735 EC2394
FBgn0261736 EC2519
FBgn0261737 EC3959
FBgn0261738 EC3322
FBgn0261739 EC4330
FBgn0261740 b6-22
FBgn0261786 mi
FBgn0034261 HPS4
FBgn0033973 HPS1
FBgn0037760 FBX011
FBgn0031281 Saf6
FBgn0050390 Sgf29
FBgn0261788 Ank2
FBgn0000426 SmF
FBgn0261789 SmD2
FBgn0261791 SmG
FBgn0261790 SmE
FBgn0261792 snRNP-U1-C
FBgn0016978 snRNP-U1-70K
FBgn0261793 Trf2
FBgn0262071 dlp::fz2
FBgn0033806 FLASH
FBgn0261795 Ote::tkv
FBgn0033476 oys
FBgn0031815 frj
FBgn0261794 kcc
FBgn0050077 blos1
FBgn0011754 PhKgamma
FBgn0036118 blos2
FBgn0085284 blos3
FBgn0036105 blos4
FBgn0083967 muted
FBgn0261822 Bsg
FBgn0036192 pallidin
FBgn0261823 Asx
FBgn0030326 CG2444
FBgn0020521 pio
FBgn0035033 CG3548
FBgn0035032 CG4692
FBgn0069913 CG4681
FBgn0025335 CG4585
FBgn0029881 pigs
FBgn0029891 Pink1
FBgn0039881 CG1971
FBgn0036815 HipHop
FBgn0027499 wde
FBgn0262726 T:nec
FBgn0031375 erm
FBgn0039208 Esyt2
FBgn0261797 Dhc64C
FBgn0020654 Mucin-D
FBgn0035916 GAPsec
FBgn0033988 pcs
FBgn0033990 CG10265
FBgn0034918 wibg
FBgn0036730 qjt
FBgn0036729 CG13733
FBgn0052170 CG32170
FBgn0036676 CG13028
FBgn0036677 CG13023
FBgn0034924 CG17658
FBgn0011672 Mvl
FBgn0029552 CG14631
FBgn0038396 CG5013
FBgn0027948 msps
FBgn0024222 ird5
FBgn0036579 CG5027
FBgn0262611 CG43137
FBgn0034888 CG5431
FBgn0016762 angel
FBgn0050343 CG30343
FBgn0033401 CG1968
FBgn0033400 CG2063
FBgn0020621 Pkn
FBgn0261624 CG42707
FBgn0261625 CG42708
FBgn0053505 U3-55K
FBgn0038418 pad
FBgn0052155 CG32155
FBgn0038419 CG14879
FBgn0036580 PDCD-5
FBgn0034221 CG10764
FBgn0024196 robl
FBgn0034219 mthl4
FBgn0004118 nAcRbeta-96A
FBgn0038979 CG7046
FBgn0038980 oa2
FBgn0038973 CG18594
FBgn0003479 spn-A
FBgn0029157 ssh
FBgn0040337 CG3021
FBgn0034925 CG5339
FBgn0034923 Upf3
FBgn0039929 CG11076
FBgn0038976 CG7048
FBgn0038974 CG5377
FBgn0051251 CG31251
FBgn0038167 lkb1
FBgn0038166 CG9588
FBgn0035382 Or63a
FBgn0036890 CG9368
FBgn0260399 gwl
FBgn0032069 CG9468
FBgn0031791 CG9486
FBgn0261629 CG42712
FBgn0262904 CR43259
FBgn0030520 CG10990
FBgn0035982 CG4461
FBgn0020277 lush
FBgn0052185 CG32185
